MS8607 Demo with MUX control for TE Arduino Weathershield
Temperature , Pressure, Humidity 
19.71, 845.25, 34.74 
19.69, 845.43, 34.63 
19.69, 845.22, 34.78 
19.72, 845.49, 34.78 
19.74, 845.31, 34.70 
19.71, 845.25, 34.36 
19.64, 845.34, 34.21 
19.48, 845.25, 34.39 
19.48, 845.46, 34.96 
19.51, 845.31, 35.09 
19.56, 845.40, 35.05 
19.59, 845.25, 34.97 
19.66, 845.37, 34.87 
19.69, 845.22, 34.76 
19.74, 845.31, 34.69 
19.75, 845.34, 34.64 
19.80, 845.43, 34.56 
19.83, 845.28, 34.51 
19.85, 845.31, 34.47 
19.88, 845.58, 34.26 
19.90, 845.40, 34.23 
19.93, 845.46, 34.33 
19.95, 845.28, 34.28 
19.85, 845.31, 34.09 
19.88, 845.37, 34.41 
19.90, 845.19, 34.36 
19.95, 845.28, 34.28 
19.98, 845.34, 34.23 
20.01, 845.19, 34.16 
20.03, 845.43, 34.07 
20.07, 845.10, 33.97 
20.11, 845.37, 33.91 
20.12, 845.19, 33.85 
20.15, 845.46, 33.72 
20.15, 845.25, 33.71 
20.17, 845.28, 33.65 
20.19, 845.10, 33.69 
20.22, 845.37, 33.75 
20.24, 845.19, 33.75 
20.27, 845.25, 33.72 
20.27, 845.25, 33.70 
20.28, 845.07, 33.66 
20.33, 845.16, 33.59 
20.33, 845.16, 33.55 
20.35, 845.19, 33.51 
20.38, 845.25, 33.48 
20.38, 845.25, 33.46 
20.41, 845.52, 33.42 
20.44, 845.16, 33.39 
20.44, 845.16, 33.40 
20.46, 845.19, 33.37 
20.44, 844.95, 33.12 
20.43, 845.13, 33.30 
20.41, 845.31, 32.95 
20.41, 845.31, 33.27 
20.41, 845.31, 33.33 
20.43, 845.34, 33.34 
20.44, 845.16, 33.23 
20.40, 845.28, 33.20 
20.38, 845.04, 33.33 
20.40, 845.07, 33.38 
20.43, 845.13, 33.37 
20.43, 845.13, 33.24 
20.40, 845.28, 33.13 
20.36, 845.22, 33.15 
20.40, 845.49, 33.25 
20.40, 845.28, 33.29 
20.43, 845.13, 33.27 
20.44, 845.37, 33.21 
20.48, 845.22, 33.15 
20.48, 845.22, 33.13 
20.49, 845.25, 33.13 
20.52, 845.10, 33.10 
20.54, 845.13, 33.06 
20.52, 844.89, 33.07 
20.52, 844.89, 33.07 
20.57, 844.98, 33.04 
20.57, 844.98, 33.00 
20.57, 844.98, 32.94 
20.57, 845.19, 32.84 
20.59, 845.00, 32.90 
20.60, 844.82, 32.92 
20.60, 845.03, 32.94 
20.62, 844.85, 32.92 
20.62, 845.06, 32.90 
20.65, 845.12, 32.87 
20.65, 845.12, 32.88 
20.65, 845.12, 32.87 
20.65, 844.91, 32.84 
20.67, 844.94, 32.84 
20.67, 845.15, 32.83 
20.67, 844.94, 32.80 
20.70, 845.00, 32.72 
20.73, 844.85, 32.70 
20.73, 844.85, 32.69 
20.75, 844.88, 32.67 
20.73, 844.85, 32.68 
20.75, 844.67, 32.67 
20.76, 844.91, 32.52 
20.76, 844.91, 32.56 
20.76, 844.70, 32.61 
20.76, 844.91, 32.62 
20.81, 845.00, 32.59 
20.81, 844.79, 32.56 
20.84, 844.85, 32.50 
20.83, 844.82, 32.20 
20.76, 844.70, 32.39 
20.78, 844.94, 32.55 
20.81, 845.00, 32.54 
20.80, 844.97, 32.52 
20.81, 845.00, 32.46 
20.83, 845.03, 32.44 
20.84, 845.06, 32.37 
20.88, 844.91, 32.24 
20.88, 844.91, 32.26 
20.89, 845.15, 32.23 
20.93, 844.79, 32.17 
20.94, 844.82, 32.13 
20.94, 845.03, 32.13 
20.96, 844.85, 32.15 
20.94, 844.82, 32.14 
20.96, 844.85, 32.18 
20.97, 844.88, 32.17 
20.99, 844.91, 32.14 
20.99, 844.91, 32.11 
20.99, 844.91, 32.11 
20.99, 844.91, 32.14 
20.99, 845.12, 32.14 
20.99, 844.91, 32.19 
20.99, 845.12, 32.21 
20.97, 844.88, 32.23 
21.01, 844.94, 32.20 
21.01, 844.94, 32.20 
21.02, 844.97, 32.20 
21.02, 844.97, 32.12 
21.02, 844.97, 32.16 
21.02, 844.97, 32.15 
21.05, 845.03, 32.13 
21.05, 845.03, 32.11 
21.02, 844.97, 32.10 
21.04, 845.00, 32.11 
21.05, 845.24, 32.11 
21.05, 845.24, 32.07 
21.07, 845.06, 32.05 
21.07, 845.06, 32.03 
21.07, 845.06, 32.04 
21.07, 845.27, 32.04 
21.07, 845.06, 32.03 
21.07, 845.06, 32.01 
21.09, 845.09, 31.98 
21.09, 845.09, 31.88 
21.02, 844.97, 31.91 
21.01, 845.15, 32.04 
21.02, 844.97, 32.07 
21.02, 845.18, 32.09 
21.04, 845.00, 32.05 
21.04, 845.00, 32.03 
21.05, 845.03, 32.01 
21.05, 845.03, 31.99 
21.09, 845.09, 31.95 
21.09, 845.09, 31.93 
21.12, 845.15, 31.91 
21.12, 844.94, 31.90 
21.15, 845.21, 31.89 
21.15, 845.00, 31.86 
21.13, 845.18, 31.85 
21.15, 845.00, 31.83 
21.15, 845.00, 31.82 
21.17, 845.03, 31.79 
21.17, 845.24, 31.81 
21.17, 845.24, 31.80 
21.18, 845.06, 31.79 
21.20, 844.87, 31.77 
21.18, 845.06, 31.76 
21.20, 844.87, 31.75 
21.21, 844.90, 31.75 
21.21, 845.12, 31.72 
21.21, 844.90, 31.70 
21.20, 844.87, 31.69 
21.21, 845.12, 31.67 
21.23, 845.15, 31.67 
21.25, 844.96, 31.65 
21.23, 845.15, 31.65 
21.25, 844.96, 31.65 
21.25, 844.96, 31.65 
21.23, 845.15, 31.65 
21.23, 844.93, 31.64 
21.23, 844.93, 31.62 
21.23, 845.15, 31.62 
21.25, 844.96, 31.62 
21.26, 844.99, 31.62 
21.26, 844.99, 31.62 
21.25, 844.96, 31.63 
21.25, 845.18, 31.62 
21.26, 845.21, 31.59 
21.25, 845.18, 31.58 
21.26, 844.99, 31.60 
21.26, 844.99, 31.59 
21.25, 844.96, 31.60 
21.23, 845.15, 31.64 
21.23, 845.15, 31.64 
21.23, 844.93, 31.64 
21.25, 844.96, 31.64 
21.25, 844.96, 31.64 
21.25, 844.96, 31.64 
21.23, 844.93, 31.63 
21.25, 844.96, 31.59 
21.26, 844.99, 31.58 
21.26, 844.99, 31.55 
21.25, 845.18, 31.57 
21.25, 844.96, 31.58 
21.25, 844.96, 31.56 
21.21, 845.12, 31.48 
21.18, 845.06, 31.65 
21.20, 844.87, 31.68 
21.18, 844.84, 31.70 
21.20, 844.87, 31.71 
21.18, 845.27, 31.72 
21.18, 845.06, 31.71 
21.20, 845.09, 31.69 
21.20, 844.87, 31.70 
21.20, 844.87, 31.68 
21.21, 845.12, 31.65 
21.25, 844.96, 31.62 
21.23, 844.93, 31.60 
21.25, 845.18, 31.58 
21.26, 844.99, 31.56 
21.26, 844.99, 31.53 
21.25, 844.96, 31.53 
21.26, 844.99, 31.53 
21.26, 844.99, 31.52 
21.25, 845.18, 31.50 
21.26, 845.21, 31.51 
21.28, 845.02, 31.51 
21.26, 844.99, 31.53 
21.26, 844.99, 31.53 
21.26, 844.99, 31.51 
21.29, 845.05, 31.52 
21.26, 845.21, 31.50 
21.29, 845.27, 31.50 
21.28, 845.02, 31.48 
21.29, 845.05, 31.47 
21.29, 845.05, 31.47 
21.28, 845.24, 31.46 
21.29, 845.05, 31.47 
21.29, 845.27, 31.46 
21.29, 845.05, 31.45 
21.29, 845.05, 31.45 
21.28, 845.24, 31.46 
21.28, 845.02, 31.46 
21.29, 844.84, 31.44 
21.29, 845.05, 31.44 
21.31, 845.30, 31.45 
21.29, 845.48, 31.45 
21.31, 845.30, 31.44 
21.31, 845.08, 31.42 
21.31, 845.08, 31.41 
21.31, 845.08, 31.41 
21.33, 845.11, 31.40 
21.33, 845.11, 31.40 
21.33, 845.11, 31.39 
21.34, 845.14, 31.38 
21.36, 845.17, 31.37 
21.34, 845.35, 31.33 
21.34, 845.14, 31.30 
21.36, 845.17, 31.34 
21.34, 845.14, 31.35 
21.36, 845.17, 31.33 
21.36, 845.17, 31.33 
21.36, 844.96, 31.31 
21.36, 844.96, 31.31 
21.34, 844.93, 31.30 
21.36, 845.17, 31.30 
21.36, 845.17, 31.32 
21.37, 845.20, 31.31 
21.37, 845.20, 31.30 
21.37, 844.99, 31.29 
21.39, 845.23, 31.27 
21.39, 845.23, 31.27 
21.39, 845.23, 31.25 
21.39, 845.02, 31.27 
21.39, 845.02, 31.27 
21.37, 844.99, 31.27 
21.36, 844.96, 31.27 
21.37, 844.99, 31.27 
21.36, 845.17, 31.24 
21.36, 845.17, 31.27 
21.36, 844.96, 31.28 
21.36, 845.17, 31.28 
21.34, 845.14, 31.30 
21.34, 844.93, 31.27 
21.34, 844.93, 31.28 
21.34, 845.14, 31.33 
21.36, 844.96, 31.30 
21.34, 844.93, 31.29 
21.21, 844.90, 31.11 
21.18, 845.06, 31.48 
21.15, 845.00, 31.62 
21.15, 845.00, 31.68 
21.17, 845.24, 31.67 
21.15, 845.00, 31.67 
21.15, 845.00, 31.64 
21.18, 844.84, 31.59 
21.18, 845.06, 31.54 
21.20, 844.87, 31.50 
21.21, 844.90, 31.49 
21.23, 844.72, 31.49 
21.25, 844.96, 31.48 
21.25, 844.75, 31.45 
21.25, 844.96, 31.41 
21.28, 844.81, 31.40 
21.29, 844.63, 31.39 
21.26, 844.99, 31.24 
21.25, 844.54, 31.38 
21.26, 844.99, 31.41 
21.23, 844.72, 31.43 
21.25, 844.75, 31.43 
21.25, 844.75, 31.43 
21.26, 844.57, 31.42 
21.26, 844.78, 31.40 
21.28, 844.60, 31.37 
21.28, 844.60, 31.36 
21.29, 844.84, 31.37 
21.29, 844.84, 31.37 
21.29, 844.63, 31.36 
21.29, 844.63, 31.35 
21.31, 844.66, 31.35 
21.31, 844.66, 31.35 
21.33, 844.69, 31.36 
21.29, 844.84, 31.36 
21.31, 844.66, 31.36 
21.31, 844.66, 31.34 
21.31, 844.66, 31.31 
21.33, 844.69, 31.30 
21.34, 844.51, 31.30 
21.34, 844.72, 31.31 
21.33, 844.69, 31.29 
21.33, 844.69, 31.24 
21.33, 844.90, 31.26 
21.31, 844.66, 31.29 
21.33, 844.69, 31.29 
21.34, 844.93, 31.28 
21.34, 844.93, 31.29 
21.34, 844.72, 31.28 
21.34, 844.93, 31.26 
21.34, 844.93, 31.27 
21.33, 844.90, 31.27 
21.34, 844.93, 31.25 
21.36, 844.96, 31.24 
21.36, 844.75, 31.22 
21.36, 845.17, 31.20 
21.34, 844.93, 31.24 
21.36, 844.96, 31.24 
21.36, 845.17, 31.24 
21.36, 844.96, 31.25 
21.36, 844.96, 31.26 
21.36, 845.17, 31.26 
21.34, 844.93, 31.27 
21.36, 845.17, 31.30 
21.34, 844.93, 31.29 
21.36, 845.17, 31.28 
21.36, 844.96, 31.27 
21.34, 844.93, 31.26 
21.36, 845.17, 31.27 
21.34, 845.14, 31.24 
21.36, 844.96, 31.23 
21.34, 845.14, 31.24 
21.34, 845.14, 31.23 
21.36, 845.17, 31.24 
21.37, 844.99, 31.25 
21.37, 845.20, 31.24 
21.37, 844.99, 31.23 
21.37, 845.20, 31.20 
21.36, 845.17, 31.19 
21.36, 845.17, 31.20 
21.37, 845.41, 31.21 
21.36, 844.96, 31.19 
21.36, 844.96, 31.18 
21.37, 844.99, 31.18 
21.37, 845.20, 31.16 
21.37, 844.99, 31.17 
21.36, 844.96, 31.17 
21.37, 844.99, 31.18 
21.36, 844.96, 31.20 
21.37, 844.99, 31.19 
21.37, 844.99, 31.20 
21.37, 844.99, 31.20 
21.37, 845.20, 31.19 
21.37, 844.99, 31.17 
21.37, 844.99, 31.18 
21.39, 845.02, 31.17 
21.37, 845.20, 31.17 
21.37, 845.20, 31.17 
21.37, 845.20, 31.17 
21.39, 845.02, 31.17 
21.39, 845.23, 31.17 
21.37, 844.99, 31.17 
21.39, 845.02, 31.16 
21.39, 845.23, 31.16 
21.39, 845.02, 31.14 
21.36, 845.17, 31.16 
21.37, 844.99, 31.16 
21.37, 844.99, 31.14 
21.37, 844.99, 31.16 
21.39, 845.02, 31.12 
21.37, 845.20, 31.11 
21.39, 845.23, 31.11 
21.39, 845.02, 31.10 
21.37, 845.20, 31.11 
21.37, 844.99, 31.13 
21.37, 844.99, 31.12 
21.39, 845.23, 31.12 
21.37, 844.99, 31.12 
21.39, 845.02, 31.11 
21.37, 844.99, 31.10 
21.36, 844.75, 31.11 
21.37, 845.20, 31.11 
21.37, 845.20, 31.12 
21.37, 844.99, 31.12 
21.36, 844.96, 31.11 
21.37, 844.99, 31.12 
21.37, 844.99, 31.11 
21.37, 844.99, 31.11 
21.37, 844.99, 31.11 
21.39, 845.02, 31.10 
21.37, 844.99, 31.10 
21.37, 844.99, 31.11 
21.39, 845.02, 31.10 
21.39, 845.02, 31.09 
21.37, 845.20, 31.08 
21.37, 844.78, 31.07 
21.39, 845.02, 31.06 
21.36, 844.96, 31.07 
21.39, 845.02, 31.07 
21.37, 844.78, 31.07 
21.39, 845.02, 31.08 
21.36, 844.75, 31.08 
21.39, 844.81, 31.05 
21.37, 844.99, 31.02 
21.37, 844.99, 31.03 
21.41, 845.05, 31.01 
21.37, 844.99, 31.04 
21.39, 844.81, 31.03 
21.39, 845.02, 31.04 
21.39, 845.02, 31.04 
21.37, 844.99, 31.05 
21.37, 845.20, 30.98 
21.36, 844.96, 31.02 
21.36, 845.17, 31.08 
21.36, 844.96, 31.12 
21.36, 845.17, 31.14 
21.36, 845.17, 31.13 
21.36, 844.96, 31.11 
21.34, 845.14, 31.09 
21.36, 845.17, 31.08 
21.37, 844.99, 31.09 
21.36, 845.17, 31.10 
21.36, 845.17, 31.09 
21.36, 845.17, 31.10 
21.36, 845.17, 31.08 
21.37, 845.20, 31.07 
21.36, 844.96, 31.04 
21.34, 845.35, 31.04 
21.37, 844.99, 31.04 
21.36, 844.96, 31.07 
21.37, 844.99, 31.10 
21.37, 845.20, 31.09 
21.37, 845.20, 31.09 
21.36, 844.96, 31.09 
21.37, 844.99, 31.12 
21.37, 845.20, 31.13 
21.36, 844.96, 31.13 
21.36, 845.17, 31.12 
21.36, 845.17, 31.14 
21.36, 845.17, 31.14 
21.36, 845.17, 31.14 
21.36, 845.17, 31.14 
21.36, 845.17, 31.15 
21.34, 845.35, 31.14 
21.36, 845.17, 31.01 
21.33, 845.32, 31.11 
21.34, 845.14, 31.14 
21.33, 845.11, 31.17 
21.33, 845.11, 31.20 
21.33, 845.32, 31.18 
21.33, 845.32, 31.20 
21.31, 845.08, 31.20 
21.31, 845.30, 31.20 
21.33, 845.32, 31.17 
21.31, 845.30, 31.16 
21.31, 845.30, 31.16 
21.31, 845.51, 31.16 
21.33, 845.32, 31.20 
21.31, 845.30, 31.20 
21.31, 845.30, 31.20 
21.33, 845.11, 31.20 
21.34, 845.14, 31.20 
21.33, 845.32, 31.21 
21.33, 845.32, 31.20 
21.33, 845.11, 31.20 
21.31, 845.30, 31.21 
21.33, 845.11, 31.26 
21.20, 845.30, 30.98 
21.17, 845.24, 31.33 
21.15, 845.42, 31.46 
21.17, 845.24, 31.46 
21.13, 845.39, 31.49 
21.12, 844.94, 31.58 
21.13, 845.18, 31.59 
21.15, 845.21, 31.59 
21.15, 845.00, 31.56 
21.15, 845.21, 31.53 
21.15, 845.21, 31.33 
21.15, 845.21, 31.44 
21.15, 845.21, 31.49 
21.15, 845.21, 31.49 
21.15, 845.21, 31.49 
21.15, 845.21, 31.48 
21.17, 845.24, 31.49 
21.18, 845.27, 31.49 
21.17, 845.24, 31.52 
21.20, 845.30, 31.46 
21.20, 845.09, 31.43 
21.18, 845.06, 31.40 
21.12, 845.36, 31.35 
21.12, 845.36, 31.55 
21.12, 844.94, 31.59 
21.12, 845.15, 31.59 
21.12, 845.36, 31.61 
21.12, 845.36, 31.59 
21.12, 845.36, 31.55 
21.12, 845.36, 31.53 
21.12, 845.15, 31.51 
21.12, 845.57, 31.53 
21.13, 845.60, 31.53 
21.12, 845.36, 31.56 
21.07, 845.48, 31.27 
21.02, 845.18, 31.55 
21.02, 845.18, 31.72 
21.04, 845.21, 31.72 
21.05, 845.24, 31.72 
21.05, 845.24, 31.69 
21.07, 845.48, 31.69 
21.07, 845.06, 31.70 
21.09, 845.30, 31.71 
21.10, 845.12, 31.67 
21.12, 845.36, 31.70 
21.10, 845.12, 31.68 
21.12, 845.15, 31.64 
21.12, 845.36, 31.61 
21.12, 845.15, 31.53 
21.10, 845.12, 31.49 
21.09, 845.30, 31.59 
21.10, 845.12, 31.63 
21.10, 845.33, 31.69 
21.10, 845.33, 31.72 
21.10, 844.91, 31.70 
21.04, 845.21, 31.58 
21.02, 845.18, 31.72 
21.05, 845.03, 31.78 
21.04, 845.00, 31.85 
20.94, 845.03, 31.52 
20.89, 844.94, 31.90 
20.88, 845.12, 31.99 
20.88, 845.12, 32.01 
20.89, 845.15, 32.04 
20.91, 845.18, 32.04 
20.91, 845.18, 31.99 
20.93, 845.00, 31.94 
20.93, 845.00, 31.88 
20.94, 845.24, 31.86 
20.96, 845.06, 31.85 
20.97, 845.09, 31.87 
21.01, 844.94, 31.86 
21.01, 845.15, 31.85 
20.94, 845.03, 31.69 
20.93, 845.00, 31.94 
20.94, 845.03, 31.95 
20.96, 845.27, 31.94 
20.97, 845.09, 31.93 
20.97, 845.09, 31.77 
20.97, 844.88, 31.85 
20.96, 844.85, 31.88 
20.99, 845.12, 31.89 
20.99, 845.12, 31.89 
21.01, 844.94, 31.89 
21.02, 845.18, 31.88 
21.02, 844.97, 31.82 
21.02, 844.97, 31.81 
21.04, 845.21, 31.78 
21.04, 845.00, 31.75 
21.04, 845.21, 31.72 
21.05, 845.03, 31.72 
21.07, 844.85, 31.69 
21.07, 845.06, 31.67 
21.07, 844.85, 31.62 
21.10, 844.91, 31.60 
21.10, 845.12, 31.65 
21.10, 845.12, 31.63 
21.09, 845.09, 31.65 
21.10, 845.33, 31.69 
21.10, 845.12, 31.70 
21.10, 844.91, 31.69 
21.12, 844.94, 31.67 
21.12, 845.15, 31.63 
21.13, 845.18, 31.62 
21.13, 845.18, 31.58 
21.15, 845.21, 31.56 
21.13, 845.18, 31.59 
21.17, 845.03, 31.53 
21.15, 845.21, 31.52 
21.17, 845.03, 31.58 
21.17, 845.24, 31.57 
21.17, 845.45, 31.59 
21.17, 845.45, 31.57 
21.15, 845.21, 31.56 
21.17, 845.24, 31.56 
21.18, 845.27, 31.53 
21.17, 845.24, 31.54 
21.17, 845.03, 31.56 
21.18, 845.06, 31.56 
21.18, 845.06, 31.57 
21.18, 845.06, 31.59 
21.18, 845.06, 31.58 
21.18, 845.06, 31.59 
21.18, 845.06, 31.59 
21.18, 845.06, 31.56 
21.18, 845.27, 31.59 
21.20, 845.09, 31.61 
21.20, 845.30, 31.61 
20.93, 845.21, 30.95 
20.88, 845.12, 31.75 
20.88, 845.12, 32.02 
20.80, 844.97, 31.89 
20.80, 845.18, 32.16 
20.78, 844.94, 32.26 
20.76, 845.12, 31.93 
20.70, 845.21, 32.15 
20.68, 844.97, 32.31 
20.70, 845.21, 32.30 
20.72, 845.24, 32.29 
20.73, 845.06, 32.28 
20.73, 845.27, 32.26 
20.76, 845.33, 32.20 
20.76, 845.12, 32.28 
20.80, 845.18, 32.23 
20.80, 845.18, 32.26 
20.83, 845.24, 32.23 
20.84, 845.06, 32.25 
20.86, 845.30, 32.24 
20.86, 845.30, 32.17 
20.88, 845.33, 32.13 
20.88, 845.33, 32.07 
20.89, 845.36, 32.01 
20.89, 845.36, 32.00 
20.91, 845.39, 31.98 
20.89, 845.36, 31.77 
20.88, 845.54, 31.86 
20.86, 845.51, 32.04 
20.86, 845.30, 32.08 
20.84, 845.48, 32.01 
20.86, 845.51, 32.03 
20.88, 845.33, 32.04 
20.88, 845.33, 32.04 
20.89, 845.36, 32.04 
20.91, 845.60, 32.01 
20.91, 845.60, 31.99 
20.93, 845.63, 31.94 
20.91, 845.60, 31.62 
20.91, 845.60, 31.91 
20.93, 845.63, 31.93 
20.91, 845.39, 31.94 
20.91, 845.81, 31.93 
20.89, 845.57, 31.92 
20.89, 845.57, 31.94 
20.91, 845.39, 31.94 
20.94, 845.66, 31.94 
20.94, 845.45, 31.91 
20.94, 845.66, 31.88 
20.94, 845.66, 31.87 
20.96, 845.69, 31.84 
20.96, 845.69, 31.85 
20.97, 845.51, 31.85 
20.99, 845.75, 31.83 
20.97, 845.72, 31.82 
20.97, 845.93, 31.75 
20.99, 845.54, 31.74 
20.99, 845.75, 31.74 
21.01, 845.57, 31.75 
21.01, 845.78, 31.77 
21.02, 846.02, 31.80 
21.02, 845.81, 31.82 
21.04, 845.84, 31.82 
21.02, 845.81, 31.80 
21.04, 845.84, 31.75 
21.04, 845.84, 31.75 
21.02, 845.81, 31.74 
21.04, 845.84, 31.72 
21.04, 846.05, 31.74 
21.05, 846.08, 31.75 
21.05, 846.08, 31.73 
21.07, 846.11, 31.73 
21.07, 845.90, 31.72 
21.07, 846.11, 31.70 
21.07, 845.90, 31.69 
21.09, 845.93, 31.70 
21.07, 845.90, 31.72 
21.07, 845.90, 31.66 
21.07, 846.11, 31.67 
21.09, 845.72, 31.66 
21.10, 845.96, 31.64 
21.09, 846.14, 31.65 
21.09, 846.14, 31.61 
21.09, 846.14, 31.55 
21.07, 845.90, 31.52 
21.07, 846.11, 31.57 
21.05, 846.08, 31.36 
21.02, 846.02, 31.44 
21.02, 846.02, 31.62 
21.04, 846.26, 31.72 
21.02, 846.02, 31.73 
21.02, 846.23, 31.67 
21.02, 846.02, 31.69 
21.02, 845.81, 31.65 
21.01, 845.99, 31.65 
21.01, 845.99, 31.65 
21.01, 845.99, 31.64 
21.02, 846.02, 31.63 
21.01, 845.99, 31.62 
21.01, 845.99, 31.61 
21.01, 846.20, 31.62 
21.01, 845.99, 31.56 
20.99, 846.18, 31.43 
20.86, 845.94, 31.32 
20.86, 845.94, 31.69 
20.86, 845.72, 31.79 
20.86, 845.94, 31.70 
20.86, 845.72, 31.78 
20.88, 845.97, 31.87 
20.88, 845.97, 31.82 
20.89, 845.78, 31.85 
20.83, 845.88, 31.59 
20.81, 845.85, 32.10 
20.81, 845.63, 32.21 
20.80, 846.03, 31.78 
20.65, 845.76, 32.25 
20.67, 845.79, 32.28 
20.67, 845.79, 32.30 
20.67, 845.58, 32.29 
20.70, 845.85, 32.20 
20.72, 845.88, 32.20 
20.72, 845.67, 32.17 
20.75, 845.73, 32.09 
20.73, 845.70, 32.04 
20.67, 845.79, 31.82 
20.62, 845.70, 31.98 
20.60, 845.88, 32.25 
20.57, 845.82, 32.12 
20.49, 845.67, 32.26 
20.43, 845.76, 32.67 
20.40, 845.70, 32.50 
20.30, 845.73, 32.80 
20.27, 845.67, 33.13 
20.24, 845.61, 33.00 
20.20, 845.76, 33.30 
20.20, 845.76, 33.33 
20.24, 845.61, 33.24 
20.25, 845.64, 33.19 
20.27, 845.67, 33.11 
20.20, 845.55, 32.60 
20.20, 845.76, 33.20 
20.20, 845.55, 33.13 
20.20, 845.76, 33.17 
20.19, 845.52, 33.17 
20.17, 845.70, 33.15 
20.19, 845.73, 33.19 
20.19, 845.73, 33.22 
20.20, 845.55, 33.12 
20.24, 845.61, 33.09 
20.25, 845.64, 33.04 
20.09, 845.76, 32.77 
19.91, 845.43, 32.99 
19.88, 845.58, 33.85 
19.91, 845.43, 34.05 
19.93, 845.46, 33.97 
19.87, 845.55, 33.38 
19.88, 845.37, 33.78 
19.88, 845.37, 33.66 
19.90, 845.40, 34.05 
19.93, 845.67, 34.07 
19.96, 845.73, 33.93 
19.96, 845.52, 33.82 
20.01, 845.40, 33.62 
20.04, 845.46, 33.52 
20.07, 845.52, 33.47 
20.09, 845.55, 33.48 
20.12, 845.61, 33.41 
20.15, 845.67, 33.30 
20.19, 845.52, 33.24 
20.20, 845.55, 33.23 
20.22, 845.58, 33.23 
20.27, 845.67, 33.18 
20.28, 845.70, 33.14 
20.22, 845.58, 32.71 
20.20, 845.76, 33.21 
20.22, 845.79, 33.36 
20.24, 845.82, 33.39 
20.24, 845.61, 33.29 
20.25, 845.64, 33.20 
20.25, 845.64, 33.18 
20.25, 845.64, 33.27 
20.14, 845.64, 32.88 
20.14, 845.64, 33.42 
20.12, 845.82, 33.40 
20.12, 845.82, 33.64 
20.14, 845.43, 33.62 
20.15, 845.67, 33.55 
20.12, 845.61, 33.05 
20.07, 845.73, 33.35 
20.07, 845.52, 33.63 
20.11, 845.58, 33.55 
20.11, 845.37, 33.59 
20.12, 845.61, 33.55 
20.14, 845.43, 33.49 
20.15, 845.67, 33.47 
20.20, 845.55, 33.39 
20.07, 845.73, 32.74 
19.82, 845.67, 33.08 
19.77, 845.58, 34.01 
19.53, 845.55, 34.04 
19.43, 845.58, 34.70 
19.22, 845.61, 34.30 
18.90, 845.43, 34.68 
18.87, 845.58, 35.73 
18.82, 845.49, 35.68 
18.63, 845.55, 35.82 
18.57, 845.63, 36.28 
18.52, 845.75, 36.29 
18.55, 845.39, 36.50 
18.55, 845.60, 36.24 
18.30, 845.36, 36.23 
18.28, 845.75, 36.64 
18.25, 845.48, 36.90 
18.28, 845.33, 37.09 
18.37, 845.48, 37.32 
18.44, 845.81, 37.02 
18.33, 845.60, 36.39 
18.24, 845.66, 36.97 
18.20, 845.39, 36.80 
18.19, 845.57, 36.96 
18.08, 845.56, 37.11 
18.16, 845.51, 37.30 
18.16, 845.51, 37.22 
18.25, 845.69, 37.27 
18.34, 845.63, 37.13 
18.33, 845.39, 36.91 
18.39, 845.51, 36.81 
18.27, 845.51, 36.68 
18.25, 845.48, 37.19 
18.24, 845.24, 37.26 
18.30, 845.78, 37.29 
18.37, 845.48, 37.37 
18.45, 845.63, 37.07 
18.45, 845.42, 36.64 
18.50, 845.51, 36.69 
18.44, 845.60, 36.47 
18.34, 845.84, 36.80 
18.17, 845.54, 36.42 
18.16, 845.51, 37.14 
18.22, 845.42, 37.65 
18.20, 845.39, 37.19 
18.20, 845.18, 37.35 
18.28, 845.33, 37.72 
18.36, 845.45, 37.66 
18.41, 845.33, 37.45 
18.49, 845.48, 37.05 
18.47, 845.45, 36.61 
18.44, 845.60, 36.64 
18.44, 845.39, 37.16 
18.25, 845.48, 36.34 
18.20, 845.39, 37.11 
18.20, 845.60, 37.67 
18.19, 845.36, 37.21 
18.24, 845.45, 37.87 
18.24, 845.24, 37.42 
18.25, 845.48, 37.02 
18.12, 845.23, 37.03 
18.12, 845.44, 37.01 
18.12, 845.44, 37.54 
17.95, 845.53, 37.04 
17.99, 845.41, 37.70 
17.88, 845.62, 37.31 
17.83, 845.53, 37.70 
17.88, 845.41, 38.09 
17.77, 845.19, 37.58 
17.82, 845.29, 38.35 
17.88, 845.41, 38.35 
17.96, 845.56, 38.15 
17.90, 845.44, 37.90 
17.82, 845.29, 37.98 
17.87, 845.38, 38.29 
17.96, 845.35, 38.37 
17.93, 845.29, 37.86 
17.99, 845.62, 38.09 
18.06, 845.53, 37.96 
18.14, 845.27, 37.74 
18.20, 845.39, 37.46 
18.27, 845.51, 37.36 
18.36, 845.45, 37.23 
18.42, 845.36, 37.16 
18.41, 845.54, 37.19 
18.44, 845.39, 37.55 
18.49, 845.48, 37.67 
18.50, 845.30, 37.19 
18.37, 845.27, 36.69 
18.30, 845.57, 37.04 
18.33, 845.39, 37.28 
18.34, 845.42, 37.57 
18.37, 845.27, 37.54 
18.42, 845.36, 37.19 
18.44, 845.39, 37.22 
18.50, 845.30, 37.16 
18.53, 845.36, 36.74 
18.41, 845.12, 36.56 
18.45, 845.21, 36.90 
18.45, 845.21, 36.93 
18.42, 845.36, 37.20 
18.45, 845.42, 37.58 
18.27, 845.30, 36.96 
18.30, 845.36, 37.42 
